,VALUE,SMILES,MolWt
264,-6.14,ClC[2]:C(:C(:CH:C(:CH:@2)Cl)Cl)C[12]:CH:CH:CH:CH:CH:@12,-1.0
265,-2.34,ClC[2]:C(:C(:CH:C(:CH:@2)Cl)Cl)OH,-1.0
266,-8.01,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:C(:C(:C(:CH:CH:@11)Cl)Cl)Cl)Cl,-1.0
267,-7.05,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:C(:C(:CH:CH:CH:@11)Cl)Cl)Cl,-1.0
268,-8.32,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:C(:CH:C(:C(:CH:@11)Cl)Cl)Cl)Cl,-1.0
269,-7.8,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:C(:CH:C(:CH:CH:@11)Cl)Cl)Cl,-1.0
270,-7.91,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:C(:CH:CH:C(:CH:@11)Cl)Cl)Cl,-1.0
271,-7.05,ClC[2]:C(:C(:CH:CH:C:@2Cl)C[11]:CH:C(:C(:CH:CH:@11)Cl)Cl)Cl,-1.0
272,-4.57,ClC[2]:C(:C(:CH:CH:C:@2Cl)Cl)Cl,-1.0
273,-2.67,ClC[2]:C(:C(:CH:CH:C:@2Cl)OH)Cl,-1.0
274,-6.8,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)C[12]:C(:CH:CH:C(:CH:@12)Cl)Cl,-1.0
275,-7.39,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)C[12]:C(:CH:CH:CH:C:@12Cl)Cl,-1.0
276,-6.14,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)C[12]:CH:CH:C(:CH:CH:@12)Cl,-1.0
277,-5.21,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)C[12]:CH:CH:CH:CH:CH:@12,-1.0
278,-2.1,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)CH2OH,-1.0
279,-4.24,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)C#N,-1.0
280,-1.79,ClC[2]:C(:C(:CH:CH:CH:@2)Cl)OH,-1.0
281,-2.62,ClC[2]:C(:CH:C[6]:C(:CH:@2)NHCH2NHS@6(=O)=O)S(=O)(=O)NH2,-1.0
282,-3.78,ClC[2]:C(:CH:C[6]:C(:CH:@2)NHCH(N(C@6=O)C[17]:C(:CH:CH:CH:CH:@17)CH3)CH3)S(=O)(=O)NH2,-1.0
283,-3.29,ClC[2]:C(:CH:C[6]:C(:CH:@2)NHCH(NHC@6=O)CH2CH3)S(=O)(=O)NH2,-1.0
284,-3.05,ClC[2]:C(:CH:C[6]:C(:CH:@2)N=CHNHS@6(=O)=O)S(=O)(=O)NH2,-1.0
285,-9.15,ClC[2]:C(:CH:C(:C(:C:@2C[9]:C(:C(:CH:C(:C:@9Cl)Cl)Cl)Cl)Cl)Cl)Cl,-1.0
286,-8.6,ClC[2]:C(:CH:C(:C(:C:@2C[9]:C(:C(:CH:CH:CH:@9)Cl)Cl)Cl)Cl)Cl,-1.0
287,-7.42,ClC[2]:C(:CH:C(:C(:C:@2C[9]:C(:CH:CH:C(:CH:@9)Cl)Cl)Cl)Cl)Cl,-1.0
288,-3.37,ClC[2]:C(:CH:C(:C(:C:@2OH)Cl)Cl)Cl,-1.0
289,-8.56,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)C[11]:C(:CH:C(:C(:CH:@11)Cl)Cl)Cl)Cl,-1.0
290,-7.89,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)C[11]:C(:CH:CH:C(:CH:@11)Cl)Cl)Cl,-1.0
291,-7.39,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)C[11]:CH:C(:C(:CH:CH:@11)Cl)Cl)Cl,-1.0
292,-6.27,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)C[11]:CH:CH:CH:CH:CH:@11)Cl,-1.0
293,-5.56,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)Cl)Cl,-1.0
294,-4.52,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)C(=CHCl)OP(=O)(OCH3)OCH3)Cl,-1.0
295,-2.96,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)OCH2C(=O)OH)Cl,-1.0
296,-5.69,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)OCH(CH3)CH3)N[22]N=C(OC@22=O)C(CH3)(CH3)CH3,-1.0
297,-2.21,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)OH)Cl,-1.0
298,-5.75,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)OP(=S)(OCH2CH3)CH2CH3)Cl,-1.0
299,-5.72,ClC[2]:C(:CH:C(:C(:CH:@2)Cl)OP(=S)(OCH3)OCH3)Cl,-1.0
300,-3.18,ClC[2]:C(:CH:C(:C(:CH:@2)C(=O)NHCH2CH2N(CH2CH3)CH2CH3)OCH3)NH2,-1.0
301,-3.66,ClC[2]:C(:CH:C(:C(:CH:@2)NHCH2C[15]=CHCH=CHO@15)C(=O)OH)S(=O)(=O)NH2,-1.0
302,-2.53,ClC[2]:C(:CH:C(:C(:CH:@2)OCH3)OH)Cl,-1.0
303,-3.79,ClC[2]:C(:CH:C(:C(:CH:@2)OH)C(=O)NHC[16]:C(:CH:CH:CH:C:@16CH3)CH3)S(=O)(=O)NH2,-1.0
304,-8.6,ClC[2]:C(:CH:C(:CH:C:@2C[10]:C(:CH:C(:C(:CH:@10)Cl)Cl)Cl)Cl)Cl,-1.0
305,-8.71,ClC[2]:C(:CH:C(:CH:C:@2C[10]:C(:CH:C(:CH:C:@10Cl)Cl)Cl)Cl)Cl,-1.0
306,-2.8,ClC[2]:C(:CH:C(:CH:C:@2CH3)OH)CH3,-1.0
307,-4.63,ClC[2]:C(:CH:C(:CH:C:@2Cl)Cl)Cl,-1.0
308,-3.26,ClC[2]:C(:CH:C(:CH:C:@2C(=O)OCH3)Cl)NH2,-1.0
309,-2.47,ClC[2]:C(:CH:C(:CH:C:@2C(=O)OH)Cl)NH2,-1.0
310,-2.67,ClC[2]:C(:CH:C(:CH:C:@2OH)Cl)Cl,-1.0
311,-3.45,ClC[2]:C(:CH:C(:CH:CH:@2)C[11](NHC(C[15]:C@11:CH:CH:CH:CH:@15)=O)OH)S(=O)(=O)NH2,-1.0
312,-7.0,ClC[2]:C(:CH:C(:CH:CH:@2)Cl)C[12]:C(:CH:CH:C(:CH:@12)Cl)Cl,-1.0
313,-6.02,ClC[2]:C(:CH:C(:CH:CH:@2)Cl)C[12]:C(:CH:CH:CH:CH:@12)Cl,-1.0
314,-6.01,ClC[2]:C(:CH:C(:CH:CH:@2)Cl)C[12]:CH:C(:CH:CH:CH:@12)Cl,-1.0
315,-6.25,ClC[2]:C(:CH:C(:CH:CH:@2)Cl)C[12]:CH:CH:C(:CH:CH:@12)Cl,-1.0
316,-3.59,ClC[2]:C(:CH:C(:CH:CH:@2)C(=O)NHN[15]CH(CH2C[21]:C@15:CH:CH:CH:CH:@21)CH3)S(=O)(=O)NH2,-1.0
317,-1.57,ClC[2]:C(:CH:C(:CH:CH:@2)OH)CH3,-1.0
318,-8.65,ClC[2]:C(:CH:CH:C(:C:@2C[10]:C(:C(:CH:CH:C:@10Cl)Cl)Cl)Cl)Cl,-1.0
319,-8.65,ClC[2]:C(:CH:CH:C(:C:@2C[10]:C(:CH:C(:C(:CH:@10)Cl)Cl)Cl)Cl)Cl,-1.0
320,-7.43,ClC[2]:C(:CH:CH:C(:C:@2C[10]:C(:CH:C(:CH:CH:@10)Cl)Cl)Cl)Cl,-1.0
321,-6.29,ClC[2]:C(:CH:CH:C(:C:@2C[10]:CH:CH:CH:CH:CH:@10)Cl)Cl,-1.0
322,-3.08,ClC[2]:C(:CH:CH:C(:C:@2CH2C(=O)OH)Cl)Cl,-1.0
323,-2.64,ClC[2]:C(:CH:CH:C(:C:@2OH)Cl)Cl,-1.0
324,-7.8,ClC[2]:C(:CH:CH:C(:CH:@2)C[11]:C(:CH:C(:CH:CH:@11)Cl)Cl)Cl,-1.0
325,-7.25,ClC[2]:C(:CH:CH:C(:CH:@2)C[11]:C(:CH:CH:C(:CH:@11)Cl)Cl)Cl,-1.0
326,-6.29,ClC[2]:C(:CH:CH:C(:CH:@2)C[11]:C(:CH:CH:CH:CH:@11)Cl)Cl,-1.0
327,-4.92,ClC[2]:C(:CH:CH:C(:CH:@2)C[11]:CH:C(:C(:CH:CH:@11)NH2)Cl)NH2,-1.0
328,-6.39,ClC[2]:C(:CH:CH:C(:CH:@2)C[11]:CH:CH:CH:CH:CH:@11)Cl,-1.0
329,-6.51,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)C[12]:C(:CH:C(:CH:CH:@12)Cl)Cl,-1.0
330,-6.57,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)C[12]:C(:CH:CH:C(:CH:@12)Cl)Cl,-1.0
331,-6.21,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)C[12]:CH:CH:C(:CH:CH:@12)Cl,-1.0
332,-5.25,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)C[12]:CH:CH:CH:CH:CH:@12,-1.0
333,-3.49,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)C[12](OCH(CH2O@12)CH2CH2CH3)CH2N[33]N=CHN=CH@33,-1.0
334,-3.59,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)Cl,-1.0
335,-4.46,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)OC[13]:C(:CH:C(:CH:CH:@13)Cl)OH,-1.0
336,-3.67,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)OCH2CH2CH2C(=O)OH,-1.0
337,-2.51,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)OCH2C(=O)OH,-1.0
338,-2.45,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)OCH(CH3)C(=O)OH,-1.0
339,-1.55,ClC[2]:C(:CH:CH:C(:CH:@2)Cl)OH,-1.0
340,-2.82,ClC[2]:C(:CH:CH:C(:CH:@2)N[11]OC(N(C@11=O)CH3)=O)Cl,-1.0
341,-3.24,ClC[2]:C(:CH:CH:C(:CH:@2)NH2)Cl,-1.0
342,-3.0,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)CH2CH3)Cl,-1.0
343,-4.77,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(CH2CH2CH2CH3)CH3)Cl,-1.0
344,-3.46,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(CH3)CH3)CH3,-1.0
345,-3.8,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(CH3)CH3)Cl,-1.0
346,-4.33,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(CH3)CH3)N[24]N=C(OC@24=O)C(CH3)(CH3)CH3,-1.0
347,-2.56,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(CH3)CH3)OCH3,-1.0
348,-3.52,ClC[2]:C(:CH:CH:C(:CH:@2)NHC(=O)N(OCH3)CH3)Cl,-1.0
349,-1.25,ClC[2]:C(:CH:CH:C(:CH:@2)OH)Cl,-1.0
350,-7.28,ClC[2]:C(:CH:CH:CH:C:@2C[11]:C(:C(:CH:CH:CH:@11)Cl)Cl)Cl,-1.0
351,-7.21,ClC[2]:C(:CH:CH:CH:C:@2C[11]:C(:CH:C(:C(:CH:@11)Cl)Cl)Cl)Cl,-1.0
352,-6.47,ClC[2]:C(:CH:CH:CH:C:@2C[11]:C(:CH:CH:C(:CH:@11)Cl)Cl)Cl,-1.0
353,-6.26,ClC[2]:C(:CH:CH:CH:C:@2C[11]:CH:CH:C(:CH:CH:@11)Cl)Cl,-1.0
354,-4.0,ClC[2]:C(:CH:CH:CH:C:@2Cl)Cl,-1.0
355,-1.3,ClC[2]:C(:CH:CH:CH:C:@2OH)Cl,-1.0
356,-5.27,ClC[2]:C(:CH:CH:CH:CH:@2)C[12]:C(:CH:CH:CH:CH:@12)Cl,-1.0
357,-5.28,ClC[2]:C(:CH:CH:CH:CH:@2)C[12]:CH:CH:C(:CH:CH:@12)Cl,-1.0
358,-4.54,ClC[2]:C(:CH:CH:CH:CH:@2)C[12]:CH:CH:CH:CH:CH:@12,-1.0
359,-4.08,ClC[2]:C(:CH:CH:CH:CH:@2)C[12]=NCH2C[17]=NN=C(N@17C[22]:C@12:CH:C(:CH:CH:@22)Cl)CH3,-1.0
360,-3.6,ClC[2]:C(:CH:CH:CH:CH:@2)C[12]=NCH(C(NHC[19]:C@12:CH:C(:CH:CH:@19)Cl)=O)OH,-1.0
361,-6.36,ClC[2]:C(:CH:CH:CH:CH:@2)C(=C(Cl)Cl)C[16]:CH:CH:C(:CH:CH:@16)Cl,-1.0
362,-2.34,ClC[2]:C(:CH:CH:CH:CH:@2)CH2N[15]OCH2C(C@15=O)(CH3)CH3,-1.0
363,-3.52,ClC[2]:C(:CH:CH:CH:CH:@2)CH3,-1.0
364,-3.05,ClC[2]:C(:CH:CH:CH:CH:@2)Cl,-1.0
365,-4.38,ClC[2]:C(:CH:CH:CH:CH:@2)C(OH)(C[15]:CH:N:CH:N:CH:@15)C[24]:CH:CH:C(:CH:CH:@24)Cl,-1.0
366,-1.89,ClC[2]:C(:CH:CH:CH:CH:@2)C(=O)OH,-1.0
367,-1.52,ClC[2]:C(:CH:CH:CH:CH:@2)NH2,-1.0
368,-1.4,ClC[2]:C(:CH:CH:CH:CH:@2)NHC(=O)CH3,-1.0
369,-2.16,ClC[2]:C(:CH:CH:CH:CH:@2)OCH2C(=O)OH,-1.0
370,-2.46,ClC[2]:C(:CH:CH:CH:CH:@2)OCH3,-1.0
371,-2.22,ClC[2]:C(:CH:CH:CH:CH:@2)OCH(CH3)C(=O)OH,-1.0
372,-1.06,ClC[2]:C(:CH:CH:CH:CH:@2)OH,-1.0
373,-4.18,ClC[2]:CH:C[5]:C(:CH:CH:@2)C[11]:C(:CH:CH:CH:CH:@11)C@5(OH)C(=O)OCH3,-1.0
374,-4.18,ClC[2]:CH:C[5]:C(:CH:CH:@2)C[11]:C(:CH:CH:CH:CH:@11)C@5(OH)C(=O)OH,-1.0
375,-4.14,ClC[2]:CH:C[5]:C(:CH:CH:@2):CH:CH:CH:CH:@5,-1.0
376,-3.75,ClC[2]:CH:C[5]:C(:CH:CH:@2)N(C(CH2N=C@5C[18]:CH:CH:CH:CH:CH:@18)=O)CH3,-1.0
377,-5.23,ClC[2]:CH:C[5]:C(:CH:CH:@2)N(C(O@5)=O)CH2SP(=S)(OCH2CH3)OCH2CH3,-1.0
378,-5.36,ClC[2]:CH:C[5]:C(:CH:CH:@2)NHC(C[14]:C(:N:CH:CH:CH:@14)N@5CH2CH3)=O,-1.0
379,-3.95,ClC[2]:CH:C[5]:C(:CH:CH:@2)NHC(CH(N=C@5C[18]:CH:CH:CH:CH:CH:@18)OH)=O,-1.0
380,-2.83,ClC[2]:CH:C[5]:C(:CH:CH:@2)OC(NH@5)=O,-1.0
381,-4.7,ClC[2]:CH:C[5]:C(:CH:CH:@2)SC[12]:C(:CH:CH:CH:CH:@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OC(=O)CH3,-1.0
382,-4.16,ClC[2]:CH:C[5]:C(:CH:CH:@2)SC[12]:C(:CH:CH:CH:CH:@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OH,-1.0
383,-4.4,ClC[2]:CH:C[5]:C(:CH:CH:@2)SC[12]:C(:CH:CH:CH:CH:@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH3,-1.0
384,-5.01,ClC[2]:CH:C[5]:C(:CH:CH:@2)SC[12]:C(:CH:CH:CH:CH:@12)N@5CH2CH2CH2N(CH3)CH3,-1.0
385,-4.57,ClC[2]:CH:C[5]:N:CH:CH:C(:C:@5:CH:CH:@2)NHC[19]:C(:CH:CH:CH:CH:@19)C(=O)OCH2CH(OH)CH2OH,-1.0
386,-2.86,ClC[2]:CH:C(:C(:CH:CH:@2)N=CHN(CH3)CH3)CH3,-1.0
387,-2.23,ClC[2]:CH:C(:C(:CH:CH:@2)OCH2C(=O)OH)CH3,-1.0
388,-5.09,ClC[2]:CH:C(:C(:CH:CH:@2)OCH3)C(=O)NHCH2CH2C[26]:CH:CH:C(:CH:CH:@26)S(=O)(=O)NHC(=O)NHC[45]HCH2CH2CH2CH2CH2@45,-1.0
389,-2.55,ClC[2]:CH:C(:C(:CH:CH:@2)OCH(CH3)C(=O)OH)CH3,-1.0
390,-3.95,ClC[2]:CH:C(:C(:CH:CH:@2)OH)CH2C[16]:C(:CH:CH:C(:CH:@16)Cl)OH,-1.0
391,-4.48,ClC[2]:CH:C(:CH:C(:CH:@2)Cl)Cl,-1.0
392,-4.8,ClC[2]:CH:C(:CH:C(:CH:@2)N[11]C(C[13](C(CH2@13)(C@11=O)CH3)CH3)=O)Cl,-1.0
393,-4.38,ClC[2]:CH:C(:CH:C(:CH:@2)N[11]C(N(CH2C@11=O)C(=O)NHCH(CH3)CH3)=O)Cl,-1.0
394,-4.93,ClC[2]:CH:C(:CH:C(:CH:@2)N[11]C(OC(C@11=O)(CH3)CH=CH2)=O)Cl,-1.0
395,-1.34,ClC[2]:CH:C(:CH:C(:CH:@2)OH)Cl,-1.0
396,-5.8,ClC[2]:CH:C(:CH:CH:CH:@2)C[12]:CH:C(:CH:CH:CH:@12)Cl,-1.0
397,-4.88,ClC[2]:CH:C(:CH:CH:CH:@2)C[12]:CH:CH:CH:CH:CH:@12,-1.0
398,-3.04,ClC[2]:CH:C(:CH:CH:CH:@2)Cl,-1.0
399,-4.53,ClC[2]:CH:C(:CH:CH:CH:@2)C(OH)(C[15]:CH:CH:C(:CH:CH:@15)Cl)C(=O)OCH(CH3)CH3,-1.0
400,-2.59,ClC[2]:CH:C(:CH:CH:CH:@2)C(=O)OH,-1.0
401,-1.37,ClC[2]:CH:C(:CH:CH:CH:@2)NH2,-1.0
402,-2.62,ClC[2]:CH:C(:CH:CH:CH:@2)NHC(=O)OCH(CH3)C#CH,-1.0
403,-3.38,ClC[2]:CH:C(:CH:CH:CH:@2)NHC(=O)OCH(CH3)CH3,-1.0
404,-2.78,ClC[2]:CH:C(:CH:CH:CH:@2)OCH3,-1.0
405,-2.22,ClC[2]:CH:C(:CH:CH:CH:@2)OCH(CH3)C(=O)OH,-1.0
406,-0.7,ClC[2]:CH:C(:CH:CH:CH:@2)OH,-1.0
407,-6.56,ClC[2]:CH:CH:C(:CH:CH:@2)C[12]:CH:CH:C(:CH:CH:@12)Cl,-1.0
408,-5.2,ClC[2]:CH:CH:C(:CH:CH:@2)C[12]:CH:CH:CH:CH:CH:@12,-1.0
409,-5.93,ClC[2]:CH:CH:C(:CH:CH:@2)C[12]HCH2CH2CH(CH2CH2@12)C[28]=C(C(C[31]:C(:CH:CH:CH:CH:@31)C@28=O)=O)OH,-1.0
410,-6.9,ClC[2]:CH:CH:C(:CH:CH:@2)C(=C(Cl)Cl)C[16]:CH:CH:C(:CH:CH:@16)Cl,-1.0
411,-5.91,ClC[2]:CH:CH:C(:CH:CH:@2)CH2N(C[16]HCH2CH2CH2CH2@16)C(=O)NHC[34]:CH:CH:CH:CH:CH:@34,-1.0
412,-3.08,ClC[2]:CH:CH:C(:CH:CH:@2)CH3,-1.0
413,-5.84,ClC[2]:CH:CH:C(:CH:CH:@2)CH(CH2C(=O)CH3)C[23]=C(C[25]:C(:CH:CH:CH:CH:@25)OC@23=O)OH,-1.0
414,-3.27,ClC[2]:CH:CH:C(:CH:CH:@2)Cl,-1.0
415,-4.53,ClC[2]:CH:CH:C(:CH:CH:@2)C(OH)(C[15]:CH:CH:C(:CH:CH:@15)Cl)C(=O)OCH(CH3)CH3,-1.0
416,-4.62,ClC[2]:CH:CH:C(:CH:CH:@2)C(=O)N[14]C[15]:C(:CH:C(:CH:CH:@15)OCH3)C(=C@14CH3)CH2C(=O)OH,-1.0
417,-3.31,ClC[2]:CH:CH:C(:CH:CH:@2)C(=O)OH,-1.0
418,-4.43,ClC[2]:CH:CH:C(:CH:CH:@2)N(CH(CH3)CH3)C(=O)CH2SP(=S)(OCH3)OCH3,-1.0
419,-1.66,ClC[2]:CH:CH:C(:CH:CH:@2)NH2,-1.0
420,-2.84,ClC[2]:CH:CH:C(:CH:CH:@2)NHC(=O)CH3,-1.0
421,-2.89,ClC[2]:CH:CH:C(:CH:CH:@2)NHC(=O)N(CH3)CH3,-1.0
422,-3.9,ClC[2]:CH:CH:C(:CH:CH:@2)NHC(=O)N(CH(CH3)C#CH)CH3,-1.0
423,-2.57,ClC[2]:CH:CH:C(:CH:CH:@2)NHC(=O)N(OCH3)CH3,-1.0
424,-4.89,ClC[2]:CH:CH:C(:CH:CH:@2)OC[13]:CH:CH:C(:CH:CH:@13)NHC(=O)N(CH3)CH3,-1.0
425,-2.29,ClC[2]:CH:CH:C(:CH:CH:@2)OCH2C(=O)OH,-1.0
426,-2.78,ClC[2]:CH:CH:C(:CH:CH:@2)OCH3,-1.0
427,-3.61,ClC[2]:CH:CH:C(:CH:CH:@2)OCH(N[15]N=CHN=CH@15)C(=O)C(CH3)(CH3)CH3,-1.0
428,-0.7,ClC[2]:CH:CH:C(:CH:CH:@2)OH,-1.0
429,-5.74,ClC[2]:CH:CH:C(:CH:CH:@2)SCH2SP(=S)(OCH2CH3)OCH2CH3,-1.0
430,-3.03,ClC[2]:CH:CH:C(:CH:CH:@2)S(=O)(=O)NHC(=O)NHCH2CH2CH3,-1.0
431,-2.38,ClC[2]:CH:CH:CH:CH:CH:@2,-1.0
432,-7.28,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)C[11](C(=C(C(=C@11Cl)Cl)Cl)Cl)Cl,-1.0
433,-5.18,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)Cl,-1.0
434,-2.08,ClC[2]HC[4]HCH2CH(CH(CH2@4)C#N)C@2=NOC(=O)NHCH3,-1.0
435,-4.51,ClC[2]HCH(CH(CH(CH(CH@2Cl)Cl)Cl)Cl)Cl,-1.0
436,-4.11,ClC[2]:N:C[4]:C(:CH:CH:@2)N(C(C[12]:C(:N:CH:CH:CH:@12)N@4CH2CH3)=O)CH3,-1.0
437,-0.87,ClC[2]:N:C[4]:C(:N:CH:N:CH:@4):N:CH:@2,-1.0
438,-0.87,ClC[2]:N:C[4]:N:CH:N:CH:C:@4:N:CH:@2,-1.0
439,-2.75,ClC[2]:N:C(:C(:C(:C:@2Cl)NH2)Cl)C(=O)OH,-1.0
440,-5.67,ClC[2]:N:C(:C(:CH:C:@2Cl)Cl)OP(=S)(OCH2CH3)OCH2CH3,-1.0
441,-4.82,ClC[2]:N:C(:C(:CH:C:@2Cl)Cl)OP(=S)(OCH3)OCH3,-1.0
442,-4.58,ClC[2]:N:C(:N:C(:CH:@2)OCH3)N(NHS(=O)(=O)C[20]:C(:CH:CH:CH:CH:@20)C(=O)OCH2CH3)CH=O,-1.0
443,-4.41,ClC[2]:N:C(:N:C(:N:@2)N(CH2CH3)CH2CH3)N(CH2CH3)CH2CH3,-1.0
444,-4.06,ClC[2]:N:C(:N:C(:N:@2)NHCH2CH3)N(CH2CH3)CH2CH3,-1.0
445,-3.15,ClC[2]:N:C(:N:C(:N:@2)NHCH2CH3)NHC(CH3)(CH3)C#N,-1.0
446,-4.55,ClC[2]:N:C(:N:C(:N:@2)NHCH2CH3)NHCH2CH3,-1.0
447,-3.85,ClC[2]:N:C(:N:C(:N:@2)NHCH2CH3)NHCH(CH3)CH3,-1.0
448,-3.79,ClC[2]:N:C(:N:C(:N:@2)NHCH(CH3)CH3)N(CH2CH3)CH2CH3,-1.0
449,-4.43,ClC[2]:N:C(:N:C(:N:@2)NHCH(CH3)CH3)NHCH(CH3)CH3,-1.0
450,-1.72,ClC[2]:N:N:C(:CH:CH:@2)SCH2C(=O)N(CH2CH3)CH2CH3,-1.0
451,-3.66,ClC[2]=NC(=NN@2CH(CH3)CH3)OP(=S)(OCH2CH3)OCH2CH3,-1.0
452,-4.95,ClC[2]=CHC[5]HC[7]HC(C(CH2CH2@7)(OC(=O)CH3)C(=O)CH3)(CH2CH2CH@5C[38](C@2=CHC(CH=CH@38)=O)CH3)CH3,-1.0
453,-5.38,ClC[2]=C(C[4]:C(:CH:C(:CH:CH:@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3,-1.0
454,-5.38,ClC[2]=C(C[4]:C(:CH:CH:C(:CH:@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3,-1.0
455,-2.87,ClC[2]=C(CH=NN(C@2=O)C[10]:CH:CH:CH:CH:CH:@10)NH2,-1.0
456,-2.48,ClC[2]=C(NHC(N(C@2=O)C(CH3)(CH3)CH3)=O)CH3,-1.0
457,-4.91,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,257.81311608
458,-4.88,ClC(=C(Cl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)Cl,-1.0
459,-4.23,ClC(=C(Cl)CH=C(Cl)Cl)Cl,-1.0
460,-2.54,ClC(=C(Cl)Cl)Cl,163.87541072
461,-3.39,ClC(=CH2)CH2SC(=S)N(CH2CH3)CH2CH3,-1.0
462,-2.51,ClC(CH2CH3)(CH3)CH3,-1.0
463,-1.64,ClC(=CH2)Cl,-1.0
464,-6.29,ClC(=CHC[5]HC(CH@5C(=O)OCH2C[16]:CH:C(:CH:CH:CH:@16)OC[27]:CH:CH:CH:CH:CH:@27)(CH3)CH3)Cl,-1.0
465,-8.02,ClC(=CHC[5]HC(CH@5C(=O)OCH(C[15]:CH:C(:CH:CH:CH:@15)OC[26]:CH:CH:CH:CH:CH:@26)C#N)(CH3)CH3)Cl,-1.0
466,-2.69,ClC(CH(Cl)CH3)(CH3)CH3,-1.0
467,-1.96,ClC(=CHCl)Cl,-1.0
468,-1.84,ClC(Cl)(Cl)C[5]HOC[8]HOCH(CH(CH@8O@5)OH)CH(OH)CH2OH,-1.0
469,-3.76,ClC(Cl)(Cl)C[5]:N:C(:CH:CH:CH:@5)Cl,-1.0
470,-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl,233.81311608
471,-2.18,ClC(Cl)(Cl)CH2Cl,-1.0
472,-2.0,ClC(Cl)(Cl)CH3,-1.0
473,-6.62,ClC(Cl)(Cl)CH(C[7]:C(:CH:CH:CH:CH:@7)Cl)C[18]:CH:CH:C(:CH:CH:@18)Cl,-1.0
474,-7.15,ClC(Cl)(Cl)CH(C[7]:CH:CH:C(:CH:CH:@7)Cl)C[18]:CH:CH:C(:CH:CH:@18)Cl,-1.0
475,-6.89,ClC(Cl)(Cl)CH(C[7]:CH:CH:C(:CH:CH:@7)OCH3)C[22]:CH:CH:C(:CH:CH:@22)OCH3,-1.0
476,-2.6,ClC(Cl)(Cl)CH(Cl)Cl,-1.0
477,-4.19,ClC(Cl)(Cl)CH(N[7]CH2CH2N(CH2CH2@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O,-1.0
478,-4.19,ClC(Cl)(Cl)CH(N[7]CH=CHN(CH=CH@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O,-1.0
479,-0.22,ClC(Cl)(Cl)CH(P(=O)(OCH3)OCH3)OH,-1.0
480,-2.31,ClC(Cl)(Cl)Cl,151.87541072
481,-2.17,ClC(Cl)(Cl)C#N,142.90963204
482,-5.67,ClC(Cl)(Cl)C(OH)(C[8]:CH:CH:C(:CH:CH:@8)Cl)C[19]:CH:CH:C(:CH:CH:@19)Cl,-1.0
483,-5.4,ClC(Cl)(SN[5]C(C[7]HCH(CH2CH=CHCH2@7)C@5=O)=O)CH(Cl)Cl,-1.0
